iata	airport	city	country	prominent
XEJ	Langford Railway Station	Langford	Canada	false
XEK	Melville Railway Station	Melville	Canada	false
XEL	New Carlisle Railway Station	New Carlisle	Canada	false
XEM	New Richmond Railway Station	New Richmond	Canada	false
XEN	Xingcheng	Xingcheng	China	false
XEO	Harbour	Oqatsut	Greenland	false
XEQ	Harbour	Tasiuasaq	Greenland	false
XER	Strasbourg Bus Service	Strasbourg	France	false
XES	Lake Geneva Aire Estates Airport	Lake Geneva	United States	false
XET	Karlsruhe Bus Station	Karlsruhe	Germany	false
XEU	Hyatt Rgncy EY Bus Station	Dubai	United Arab Emirates	false
XEV	Stockholm C Rail Station	Stockholm	Sweden	false
XEW	Flemingsberg Railway Station	Flemingsberg	Sweden	false
XEX	Aerogare	Paris	France	false
XEY	Miramichi Railway Station	Miramichi	Canada	false
XEZ	Sodertalje S Railway	Sodertalje	Sweden	false
XFA	Lille Flanders RailwaySv	Lille	France	false
XFC	Fredericton Junction Railway Station	Fredericton Junction	Canada	false
XFD	Stratford Railway Station	Stratford	Canada	false
XFE	Parent Railway Station	Parent	Canada	false
XFF	Calais-Frethun Rail Station	Calais	France	false
XFG	Perce Railway Station	Perce	Canada	false
XFH	Strangnas Railway Station	Strangnas	Sweden	false
XFI	Port-Daniel Railway Station	Port-Daniel	Canada	false
XFJ	Eskilstuna C Rail Station	Eskilstuna	Sweden	false
XFK	Senneterre Railway Station	Senneterre	Canada	false
XFL	Shawinigan Railway Station	Shawinigan	Canada	false
XFM	Shawnigan Railway Station	Shawnigan	Canada	false
XFN	Xiangfan	Xiangfan	China	false
XFO	Taschereau Railway Station	Taschereau	Canada	false
XFP	Malmo C Railway Station	Malmo	Sweden	false
XFQ	Weymont Railway Station	Weymont	Canada	false
XFR	Malmo Syd Railway Station	Malmo	Sweden	false
XFS	Alexandria Railway Station	Alexandria	Canada	false
XFU	Tierp Railway Station	Tierp	Sweden	false
XFV	Brantford Railway Station	Brantford	Canada	false
XFW	Finkenwerder	Hamburg	Germany	false
XFY	Sainte-Foy Railway	Québec City	Canada	false
XFZ	Charny	Québec City	Canada	false
XGA	Gaoua	Gaoua	Burkina Faso	false
XGB	Gare Montparnasse	Paris	France	false
XGC	Lund C Railway Station	Lund	Sweden	false
XGD	Arendal Railway Station	Arendal	Norway	false
XGE	Ottawa Bus Station	Ottawa	Canada	false
XGG	Gorom-Gorom	Gorom-Gorom	Burkina Faso	false
XGH	Flam Railway Station	Flam	Norway	false
XGI	Andalsnes Railway Station	Andalsnes	Norway	false
XGJ	Cobourg Railway Station	Cobourg	Canada	false
XGK	Coteau Railway Station	Coteau	Canada	false
XGL	Granville Lake	Granville Lake	Canada	false
XGM	Grantham Railway Station	Grantham	United Kingdom	false
XGN	Xangongo	Xangongo	Angola	false
XGP	Dombas Railway Station	Dombas	Norway	false
XGQ	Saariselka Bus Station	Saariselka	Finland	false
XGR	Kangiqsualujjuaq	Kangiqsualujjuaq	Canada	false
XGS	Gjerstad Railway Station	Gjerstad	Norway	false
XGU	Asker Railway Station	Asker	Norway	false
XGW	Gananoque Railway Station	Gananoque	Canada	false
XGX	Levi Bus Station	Levi	Finland	false
XGY	Grimsby Railway Station	Grimsby	Canada	false
XGZ	Bregenz Railway Station	Bregenz	Austria	false
XHA	Yllasjarvi Bus Station	Yllasjarvi	Finland	false
XHC	Akaslompolo Bus Station	Akaslompolo	Finland	false
XHD	Ruka Bus Station	Ruka	Finland	false
XHF	Honefoss Railway Station	Honefoss	Norway	false
XHG	Ottawa Bus Station	Ottawa	Canada	false
XHH	Boulder Bus Station	Boulder	United States	false
XHI	Herzogenaurach Bus Station	Herzogenaurach	Germany	false
XHJ	Aachen Hbf Railway Station	Aachen	Germany	false
XHK	Valence TGV Railway Station	Valence	France	false
XHL	Nelaug Railway Station	Nelaug	Norway	false
XHM	Georgetown Railway Station	Georgetown	Canada	false
XHN	Guillemins, Raiway Stn	Liege	Belgium	false
XHO	City Bus Station	Dongguan	China	false
XHP	Gare de l'Est Rail Station	Paris	France	false
XHQ	Hopa Bus Station	Artvin	Turkey	false
XHS	Chemainus Railway Station	Chemainus	Canada	false
XHT	Arna Railway Station	Arna	Norway	false
XHU	Huntingdon Railway Station	Huntingdon	United Kingdom	false
XHV	Brasov Bus Station	Brasov	Romania	false
XHW	Alice Springs Railway	Alice Springs	Australia	false
XHX	Adelaide Keswick Railway	Adelaide	Australia	false
XIA	Guelph Railway Station	Guelph	Canada	false
XIB	Ingersoll Railway Station	Ingersoll	Canada	false
XIC	Xichang	Xichang	China	false
XID	Maxville Railway Station	Maxville	Canada	false
XIE	Xienglom	Xienglom	Laos	false
XIF	Napanee Railway Station	Napanee	Canada	false
XIG	Xinguara	Xinguara	Brazil	false
XII	Prescott Railway Station	Prescott	Canada	false
XIJ	Ahmed Al Jaber	Ahmed Al Jaber	Kuwait	false
XIK	Central Station	Milan	Italy	false
XIL	Xilinhot	Xilinhot	China	false
XIM	Saint Hyacinthe Railway Station	Saint Hyacinthe	Canada	false
XIN	Xingning	Xingning	China	false
XIO	St Marys Railway Station	St Marys	Canada	false
XIP	Woodstock Railway Station	Woodstock	Canada	false
XIQ	Harbour	Ilimanaq	Greenland	false
XIR	Dresden Hbf Railway Station	Dresden	Germany	false
XIT	Leipzig Hbf Rail Station	Leipzig-Halle	Germany	false
XIU	Erfurt Hbf Railway Station	Erfurt	Germany	false
XIV	Campo Grande Rail Station	Valladolid	Spain	false
XIX	Porta Nuova Railway	Verona	Italy	false
XIY	Xianyang	Xian	China	true
XIZ	Champagne-Ardenne TGV	Reims	France	false
XJA	Alvdal Railway Station	Alvdal	Norway	false
XJB	Barcelona Bus Station	Barcelona	Spain	false
XJC	Olomouc Main Railway Station	Olomouc	Czech Republic	false
XJD	Al Udeid AB	Al Udeid	Qatar	false
XJE	Railway Service	Vojens	Denmark	false
XJF	Falun Bus Station	Borlange	Sweden	false
XJG	Darwin Railway	Darwin	Australia	false
XJH	Hong Kong Harbour	Hong Kong	Hong Kong	false
XJI	Ciudad Real Railway Station	Ciudad Real	Spain	false
XJJ	Albacete Bus Station	Albacete	Spain	false
XJK	Klaipeda Bus Station	Klaipeda	Lithuania	false
XJL	Joliette Railway Station	Joliette	Canada	false
XJN	Valladolid Bus Station	Valladolid	Spain	false
XJO	Soria Bus Station	Soria	Spain	false
XJP	Pardubice Main Railway Station	Pardubice	Czech Republic	false
XJQ	Jonquiere Railway Station	Jonquiere	Canada	false
XJR	Lorca Bus Station	Lorca	Spain	false
XJS	Kitzbuehl Railway	Kitzbuehl	Austria	false
XJT	Tours Railway Station	Tours	France	false
XJU	Burgos Bus Station	Burgos	Spain	false
XJV	Ostrava Main Railway Station	Ostrava	Czech Republic	false
XJY	Massy TGV Rail Station	Paris	France	false
XKA	Kantchari	Kantchari	Burkina Faso	false
XKB	Kongsberg Railway Station	Kongsberg	Norway	false
XKC	Sandnes Railway	Sandnes	Norway	false
XKD	Halden Railway Station	Halden	Norway	false
XKE	Rena Railway Station	Rena	Norway	false
XKF	Fredrikstad Railway Station	Fredrikstad	Norway	false
XKG	Grong Railway Station	Grong	Norway	false
XKH	Xieng Khouang	Xieng Khouang	Laos	false
XKI	Lillestrom Railway Station	Lillestrom	Norway	false
XKJ	Steinkjer Railway Station	Steinkjer	Norway	false
XKK	Larvik Railway Station	Larvik	Norway	false
XKL	Sentral Railway Station	Kuala Lumpur	Malaysia	false
XKM	Moss Railway Station	Moss	Norway	false
XKN	Finse Railway Station	Finse	Norway	false
XKO	Kemano	Kemano	Canada	false
XKP	Porsgrunn Railway Station	Porsgrunn	Norway	false
XKQ	Sarpsborg Railway Station	Sarpsborg	Norway	false
XKR	Kristiansand Railway Station	Kristiansand	Norway	false
XKS	Kasabonika	Kasabonika	Canada	false
XKV	Sackville Railway Station	Sackville	Canada	false
XKW	Tonsberg Railway Station	Tonsberg	Norway	false
XKY	Kaya	Kaya	Burkina Faso	false
XKZ	Vinstra Railway Station	Vinstra	Norway	false
XLB	Lac Brochet	Lac Brochet	Canada	false
XLF	Leaf Bay	Leaf Bay	Canada	false
XLJ	Quebec Stn. Railway	Québec City	Canada	false
XLK	Levis Railway Station	Québec City	Canada	false
XLM	St Lambert Railway	Montreal	Canada	false
XLO	Long Xuyen	Long Xuyen	Vietnam	false
XLP	Matapedia Railway Station	Matapedia	Canada	false
XLQ	Guildwood Railway Station	Toronto	Canada	false
XLS	St Louis	St Louis	Senegal	false
XLU	Leo	Leo	Burkina Faso	false
XLV	Niagara Falls Railway Station	Niagara Falls	Canada	false
XLW	Lemwerder	Lemwerder	Germany	false
XLY	Aldershot Railway Station	Aldershot	Canada	false
XLZ	Truro Railway Station	Truro	Canada	false
XMA	Maramag	Maramag	Philippines	false
XMB	Marina Mall EY Bus Station	Dubai	United Arab Emirates	false
XMC	Mallacoota	Mallacoota	Australia	false
XMD	Madison	Madison	United States	false
XMG	Mahendranagar	Mahendranagar	Nepal	false
XMH	Manihi	Manihi	French Polynesia	false
XMI	Masasi	Masasi	Tanzania	false
XML	Minlaton	Minlaton	Australia	false
XMN	Xiamen	Xiamen	China	false
XMP	Macmillan Pass	Macmillan Pass	Canada	false
XMS	Macas	Macas	Ecuador	false
XMY	Yam Island	Yam Island	Australia	false
XMZ	Macclesfield Railway Station	Macclesfield	United Kingdom	false
XNA	Northwest Arkansas Regional	Fayetteville	United States	false
XNB	Chelsea Twr EY Bus Station	Dubai	United Arab Emirates	false
XNC	Cadorna Railway Station	Milan	Italy	false
XND	Drammen Railway Station	Drammen	Norway	false
XNE	Newport Railway Station	Newport	United Kingdom	false
XNG	Quang Ngai	Quang Ngai	Vietnam	false
XNM	Nottingham Railway Station	Nottingham	United Kingdom	false
XNN	Xining	Xining	China	false
XNO	Northallerton Railway Station	Northallerton	United Kingdom	false
XNR	Aabenraa Bus Station	Aabenraa	Denmark	false
XNT	Xingtai	Xingtai	China	false
XNU	Nouna	Nouna	Burkina Faso	false
XNV	Nuneaton Railway Station	Nuneaton	United Kingdom	false
XNY	39th Street Ferry	New York	United States	false
XNZ	Auckland Ferry Port	Auckland	New Zealand	false
XOA	Aalbaek Bus Station	Aalbaek	Denmark	false
XOB	Bryne Railway Station	Bryne	Norway	false
XOC	Atocha Railway St.	Madrid	Spain	false
XOD	Oppdal Railway Station	Oppdal	Norway	false
XOF	Stratford International Rail Station	London	United Kingdom	false
XOH	Kitzbuehel Bus Station	Kitzbuehl	Austria	false
XOI	Ischgl Bus Station	Ischgl	Austria	false
XOJ	Cordoba Central Railway Station	Cordoba	Spain	false
XOK	Oakville Railway Station	Oakville	Canada	false
XOL	Myrdal Railway Station	Myrdal	Norway	false
XOM	Melbourne Ferry Port	Melbourne	Australia	false
XON	Carleton Railway Station	Carleton	Canada	false
XOO	Soelden Bus Station	Soelden	Austria	false
XOP	Poitiers Railway Station	Poitiers	France	false
XOQ	Sira Railway Station	Sira	Norway	false
XOR	Otta Railway Station	Otta	Norway	false
XOU	Guiomar Railway Station	Segovia	Spain	false
XOV	St Anton Bus Station	St Anton	Austria	false
XOW	Seefeld Bus Station	Seefeld	Austria	false
XPA	Pama	Pama	Burkina Faso	false
XPB	Parksville Railway Station	Parksville	Canada	false
XPF	Penrith Railway Station	Penrith	United Kingdom	false
XPG	Gare du Nord Railway	Paris	France	false
XPH	Port Hope Railway Station	Port Hope	Canada	false
XPJ	Montpellier Railway	Montpellier	France	false
XPK	Pukatawagan	Pukatawagan	Canada	false
XPL	Coronel Enrique Soto Cano AB	Comayagua	Honduras	false
XPN	Brampton Railway Station	Brampton	Canada	false
XPO	Perth Ferry Port	Perth	Australia	false
XPP	Poplar River	Poplar River	Canada	false
XPQ	Ferry	Port Klang	Malaysia	false
XPR	Pine Ridge	Pine Ridge	United States	false
XPT	Preston Railway Station	Preston	United Kingdom	false
XPU	West Kuparuk	West Kuparuk	United States	false
XPW	Parkway Railway Station	Didcot	United Kingdom	false
XPX	Pointe-aux-Trembles Railway Station	Pointe-aux-Trembles	Canada	false
XPY	Pyha Bus Station	Pyha	Finland	false
XPZ	Harbour	Saint Tropez	France	false
XQA	Santa Justa Railway Station	Sevilla	Spain	false
XQB	Basingstoke Railway Station	Basingstoke	United Kingdom	false
XQD	Bedford Railway Station	Bedford	United Kingdom	false
XQE	Ebbsfleet International Rail Station	London	United Kingdom	false
XQG	Berwick-upon-Tweed Railway Station	Berwick-upon-Tweed	United Kingdom	false
XQH	Derby Railway Station	Derby	United Kingdom	false
XQI	Loughborough Railway Station	Loughborough	United Kingdom	false
XQL	Lancaster Railway Station	Lancaster	United Kingdom	false
XQM	Market Harborough Railway Station	Market Harborough	United Kingdom	false
XQN	Brisbane Ferry Port	Brisbane	Australia	false
XQP	Quepos	Pavones	Costa Rica	false
XQS	Sotkamo Bus Station	Sotkamo	Finland	false
XQT	Trent Valley Rail Station	Lichfield	United Kingdom	false
XQU	Qualicum	Qualicum	Canada	false
XQW	Motherwell Railway Station	Motherwell	United Kingdom	false
XRA	Graasten Bus Station	Graasten	Denmark	false
XRC	Runcorn Railway Station	Runcorn	United Kingdom	false
XRD	Egersund Railway Station	Egersund	Norway	false
XRE	Railway Service	Reading	United Kingdom	false
XRF	Marseille Railway	Marseille	France	false
XRG	Trent Valley Rail Station	Rugeley	United Kingdom	false
XRH	Richmond AFB	Richmond	Australia	false
XRJ	Termini Railway	Rome	Italy	false
XRK	Paveletskiy Railway	Moscow	Russia	false
XRP	Riviere-a-Pierre Railway Station	Riviere-a-Pierre	Canada	false
XRR	Ross River	Ross River	Canada	false
XRU	Rugby Railway Station	Rugby	United Kingdom	false
XRY	Jerez De La Frontera	Jerez De La Frontera	Spain	false
XSC	International	South Caicos	Turks and Caicos Islands	false
XSD	Test Range	Tonopah	United States	false
XSE	Sebba	Sebba	Burkina Faso	false
XSH	St-Pierre-Corps RailSt	Tours	France	false
XSI	South Indian Lake	South Indian Lake	Canada	false
XSM	St Marys	St Marys	United States	false
XSO	Siocon	Siocon	Philippines	false
XSP	Seletar	Singapore	Singapore	false
XSR	Salisbury Railway Station	Salisbury	United Kingdom	false
XTG	Thargomindah	Thargomindah	Australia	false
XTI	Chamartin Railway St.	Madrid	Spain	false
XTJ	Toledo Railway Station	Toledo	Spain	false
XTK	Thirsk Railway Station	Thirsk	United Kingdom	false
XTL	Tadoule Lake	Tadoule Lake	Canada	false
XTO	Taroom	Taroom	Australia	false
XTP	Tampere Bus Station	Tampere	Finland	false
XTR	Tara	Tara	Australia	false
XTT	Etoile	Paris	France	false
XTY	Strathroy Railway Station	Strathroy	Canada	false
XUA	Huesca Railway Station	Huesca	Spain	false
XUB	Berkak Railway Station	Berkak	Norway	false
XUC	Elverum Railway Station	Elverum	Norway	false
XUE	Heimdal Railway Station	Heimdal	Norway	false
XUF	Cartagena Railway Station	Cartagena	Spain	false
XUG	Holmestrand Railway Station	Holmestrand	Norway	false
XUH	Levanger Railway Station	Levanger	Norway	false
XUI	Lysaker Railway Station	Lysaker	Norway	false
XUJ	Moelv Railway Station	Moelv	Norway	false
XUL	Nesbyen Railway Station	Nesbyen	Norway	false
XUM	Neslandsvatn Railway Station	Neslandsvatn	Norway	false
XUN	Hailey Bus Station	Sun Valley	United States	false
XUO	Nordagutu Railway Station	Nordagutu	Norway	false
XUQ	Ringebu Railway Station	Ringebu	Norway	false
XUR	Skoppum Railway Station	Skoppum	Norway	false
XUS	Snartemo Railway Station	Snartemo	Norway	false
XUT	Murcia Railway Station	Murcia	Spain	false
XUU	Stjordal Railway Station	Stjordal	Norway	false
XUV	Storekvina Railway	Storekvina	Norway	false
XUW	Storen Railway	Storen	Norway	false
XUX	Ustaoset Railway Station	Ustaoset	Norway	false
XUZ	Xuzhou	Xuzhou	China	false
XVA	Stockport Railway Station	Stockport	United Kingdom	false
XVB	Stafford Railway Station	Stafford	United Kingdom	false
XVC	Crewe Railway Station	Crewe	United Kingdom	false
XVG	Darlington Railway Station	Darlington	United Kingdom	false
XVH	Peterborough Railway Station	Peterborough	United Kingdom	false
XVJ	Stevenage Railway Station	Stevenage	United Kingdom	false
XVK	Voss Railway Station	Voss	Norway	false
XVL	Vinh Long	Vinh Long	Vietnam	false
XVM	Vuokatti Bus Station	Vuokatti	Finland	false
XVQ	Santa Lucia Railway	Venice	Italy	false
XVU	Durham Railway Station	Teesside	United Kingdom	false
XVV	Belleville Railway Station	Belleville	Canada	false
XVW	Wolverhampton Railway Station	Wolverhampton	United Kingdom	false
XVX	Vejle Railway Station	Vejle	Denmark	false
XVY	Mestre Railway	Venice	Italy	false
XWA	Watford Railway Station	Watford	Canada	false
XWB	Stirling Railway Station	Stirling	United Kingdom	false
XWC	Suedbahnhof Railway	Vienna	Austria	false
XWD	Westgate Railway Station	Wakefield	United Kingdom	false
XWE	Wellingborough Railway Station	Wellingborough	United Kingdom	false
XWF	Falun C Railway Station	Borlange	Sweden	false
XWG	Strasbourg Railway Station	Strasbourg	France	false
XWH	Stoke-on-Trent Railway Station	Stoke-on-Trent	United Kingdom	false
XWI	North Wstern Rail Station	Wigan	United Kingdom	false
XWK	Karlskrona Railway Svc.	Ronneby	Sweden	false
XWL	Goteborg C Railway Station	Gothenburg	Sweden	false
XWM	Hallsberg Railway Station	Hallsberg	Sweden	false
XWN	Bank Quay Rail Station	Warrington	United Kingdom	false
XWO	Woking Railway Station	Woking	United Kingdom	false
XWP	Hassleholm	Hassleholm	Sweden	false
XWQ	Enkoping	Enkoping	Sweden	false
XWR	Orebro C Railway Station	Orebro	Sweden	false
XWS	Swindon Railway Station	Swindon	United Kingdom	false
XWT	Mitte CAT Rail Station	Vienna	Austria	false
XWV	Varberg Railway Station	Varberg	Sweden	false
XWW	Westbahnhof Railway	Vienna	Austria	false
XWX	Nassjo C Railway Station	Nassjo	Sweden	false
XWY	Wyoming Railway Station	Wyoming	Canada	false
XWZ	Nykoping	Nykoping	Sweden	false
XXA	Alvesta	Alvesta	Sweden	false
XXC	Bo Railway Station	Bo	Norway	false
XXD	Degerfors Railway Station	Degerfors	Sweden	false
XXE	Vennesla Railway Station	Vennesla	Norway	false
XXG	Verdal Railway Station	Verdal	Norway	false
XXI	Koping Railway Station	Koping	Sweden	false
XXJ	Deli Railway Station	Budapest	Hungary	false
XXK	Katrineholm	Katrineholm	Sweden	false
XXL	Lillehammer Railway Station	Lillehammer	Norway	false
XXM	Mjolby Railway Station	Mjolby	Sweden	false
XXO	Leksand Railway Station	Leksand	Sweden	false
XXQ	Keleti Railway Station	Budapest	Hungary	false
XXR	Al Railway Station	Al	Norway	false
XXT	Arboga Railway Station	Arboga	Sweden	false
XXU	Hedemora	Hedemora	Sweden	false
XXV	Kumla Railway Station	Kumla	Sweden	false
XXY	Ronneby Railway Station	Ronneby	Sweden	false
XXZ	Sundsvall C Rail Station	Sundsvall	Sweden	false
XYA	Yandina	Yandina	Solomon Islands	false
XYB	Borlange Railway	Borlange	Sweden	false
XYC	Herrljunga	Herrljunga	Sweden	false
XYD	Lyon Part-Dieu	Lyon	France	false
XYE	Ye	Ye	Myanmar	false
XYF	Falkoping C Rail Station	Falkoping	Sweden	false
XYG	Prague Main Railway Station	Prague	Czech Republic	false
XYH	Helsingborg Railway	Angelholm	Sweden	false
XYI	Flen	Flen	Sweden	false
XYJ	Holesovice Railway Station	Prague	Czech Republic	false
XYK	Norrkoping C Rail Station	Norrkoping	Sweden	false
XYL	Lyon Perrache Railway Svc.	Lyon	France	false
XYM	Falkenberg Railway	Falkenberg	Sweden	false
XYN	Kristinehamn Railway	Kristinehamn	Sweden	false
XYO	Karlshamn	Karlshamn	Sweden	false
XYP	Avesta Krylbo	Avesta Krylbo	Sweden	false
XYQ	Angelholm Railway	Angelholm	Sweden	false
XYR	Yellow River	Yellow River	Papua New Guinea	false
XYS	Sydney Ferry Port	Sydney	Australia	false
XYU	Solvesborg	Solvesborg	Sweden	false
XYX	Sala	Sala	Sweden	false
XYY	Arvika Railway Station	Arvika	Sweden	false
XYZ	Harnosand Railway Station	Sundsvall	Sweden	false
XZA	Zabre	Zabre	Burkina Faso	false
XZB	Casselman Railway Station	Casselman	Canada	false
XZC	Glencoe Railway Station	Glencoe	Canada	false
XZD	Kongsvinger Railway Station	Kongsvinger	Norway	false
XZF	Dammam Port	Dammam	Saudi Arabia	false
XZI	Lorraine TGV Rail Station	Metz	France	false
XZK	Amherst Railway Station	Amherst	Canada	false
XZL	Edmonton Railway Station	Edmonton	Canada	false
XZM	Macau Ferry	Macau	Macao	false
XZN	Avignon Railway	Avignon	France	false
XZO	Oslo S Railway Station	Oslo	Norway	false
XZT	Trondheim S Rail Station	Trondheim	Norway	false
XZV	Toulon Railway Station	Hyeres	France	false
XZZ	Delicias Railway St.	Zaragoza	Spain	false
YAA	Anahim Lake	Anahim Lake	Canada	false
YAB	Arctic Bay	Arctic Bay	Canada	false
YAC	Cat Lake	Cat Lake	Canada	false
YAE	Alta Lake	Alta Lake	Canada	false
YAF	Asbestos Hill	Asbestos Hill	Canada	false
YAG	Fort Frances Municipal	Fort Frances	Canada	false
YAH	Lagrande 4	Lagrande 4	Canada	false
YAI	Chillan	Chillan	Chile	false
YAJ	Lyall Harbour	Lyall Harbour	Canada	false
YAK	Yakutat	Yakutat	United States	false
YAL	Alert Bay	Alert Bay	Canada	false
YAM	Sault Sainte Marie	Sault Sainte Marie	Canada	false
YAN	Yangambi	Yangambi	Democratic Republic of the Congo	false
YAO	Yaounde Airport	Yaounde	Cameroon	false
YAP	Yap International	Yap	Micronesia	false
YAQ	Maple Bay	Maple Bay	Canada	false
YAR	Lagrande 3	Lagrande 3	Canada	false
YAS	Yasawa Island	Yasawa Island	Fiji	false
YAT	Attawapiskat	Attawapiskat	Canada	false
YAU	Kattiniq/donaldson	Kattiniq	Canada	false
YAV	Miners Bay	Miners Bay	Canada	false
YAW	Shearwater	Halifax	Canada	false
YAX	Angling Lake	Angling Lake	Canada	false
YAY	St Anthony	St Anthony	Canada	false
YAZ	Tofino Airport	Tofino	Canada	false
YBA	Banff	Banff	Canada	false
YBB	Kugaaruk	Kugaaruk	Canada	false
YBC	Baie Comeau	Baie Comeau	Canada	false
YBD	New Westminster	New Westminster	Canada	false
YBE	Uranium City	Uranium City	Canada	false
YBF	Bamfield	Bamfield	Canada	false
YBG	Bagotville	Bagotville	Canada	false
YBH	Bull Harbour	Bull Harbour	Canada	false
YBI	Black Tickle	Black Tickle	Canada	false
YBJ	Baie Johan Beetz	Baie Johan Beetz	Canada	false
YBK	Baker Lake	Baker Lake	Canada	false
YBL	Campbell River	Campbell River	Canada	false
YBN	Borden	Borden	Canada	false
YBO	Bob Quinn Lake	Bobquinn Lake	Canada	false
YBP	Yibin	Yibin	China	false
YBQ	Telegraph Harbour	Telegraph Harbour	Canada	false
YBR	Brandon	Brandon	Canada	false
YBS	Musselwhite	Opapamiska Lake	Canada	false
YBT	Brochet	Brochet	Canada	false
YBV	Berens River	Berens River	Canada	false
YBW	Springbank	Bedwell Harbor	Canada	false
YBX	Blanc Sablon	Blanc Sablon	Canada	false
YBY	Bonnyville	Bonnyville	Canada	false
YBZ	Toronto Downtown	Toronto	Canada	false
YCA	Courtenay	Courtenay	Canada	false
YCB	Cambridge Bay	Cambridge Bay	Canada	false
YCC	Regional	Cornwall	Canada	false
YCD	Nanaimo	Nanaimo	Canada	false
YCE	Centralia	Centralia	Canada	false
YCF	Cortes Bay	Cortes Bay	Canada	false
YCG	Castlegar	Castlegar	Canada	false
YCH	Miramichi	Miramichi	Canada	false
YCI	Caribou Island	Caribou Island	Canada	false
YCJ	Cape St James	Cape St James	Canada	false
YCL	Charlo	Charlo	Canada	false
YCM	St Catharines	St Catharines	Canada	false
YCN	Cochrane	Cochrane	Canada	false
YCO	Kugluktuk	Kugluktuk	Canada	false
YCP	Co-op Point	Co-op Point	Canada	false
YCQ	Chetwynd	Chetwynd	Canada	false
YCR	Cross Lake	Cross Lake	Canada	false
YCS	Chesterfield Inlet	Chesterfield Inlet	Canada	false
YCT	Coronation	Coronation	Canada	false
YCU	Yun Cheng	Yun Cheng	China	false
YCW	Chilliwack Municipalcipal Airport	Chilliwack	Canada	false
YCX	Gagetown	Gagetown	Canada	false
YCY	Clyde River	Clyde River	Canada	false
YCZ	Fairmont Hot Springs	Fairmont Hot Springs	Canada	false
YDA	Dawson City	Dawson City	Canada	false
YDB	Burwash Landings	Burwash Landings	Canada	false
YDC	Industrial Airport	Drayton Valley	Canada	false
YDF	Deer Lake	Deer Lake	Canada	false
YDG	Digby	Digby	Canada	false
YDH	Daniels Harbour	Daniels Harbour	Canada	false
YDI	Davis Inlet	Davis Inlet	Canada	false
YDJ	Hatchet Lake	Hatchet Lake	Canada	false
YDK	Main Duck Island	Main Duck Island	Canada	false
YDL	Dease Lake	Dease Lake	Canada	false
YDN	Dauphin	Dauphin	Canada	false
YDO	St Methode	Dolbeau	Canada	false
YDP	Nain	Nain	Canada	false
YDQ	Dawson Creek	Dawson Creek	Canada	false
YDR	Broadview	Broadview	Canada	false
YDS	Desolation Sound	Desolation Sound	Canada	false
YDT	Boundary Bay	Vancouver	Canada	false
YDU	Kasba Lake	Kasba Lake	Canada	false
YDV	Bloodvein	Bloodvein	Canada	false
YDW	Obre Lake	Obre Lake	Canada	false
YDX	Doc Creek	Doc Creek	Canada	false
YEB	Bar River	Bar River	Canada	false
YEC	Yecheon	Yecheon	South Korea	false
YED	Namao Field	Edmonton	Canada	false
YEG	Edmonton International Airport	Edmonton	Canada	true
YEI	Yenisehir	Bursa	Turkey	false
YEK	Arviat	Arviat	Canada	false
YEL	Elliot Lake	Elliot Lake	Canada	false
YEM	East Manitoulin	Manitowaning	Canada	false
YEN	Estevan	Estevan	Canada	false
YEO	Yeovilton	Yeovilton	United Kingdom	false
YEP	Estevan Point	Estevan Point	Canada	false
YEQ	Yenkis	Yenkis	Papua New Guinea	false
YER	Fort Severn	Fort Severn	Canada	false
YES	Yasouj	Yasouj	Iran	false
YET	Edson	Edson	Canada	false
YEU	Eureka	Eureka	Canada	false
YEV	Inuvik/mike Zubko	Inuvik	Canada	false
YEY	Amos	Amos	Canada	false
YFA	Fort Albany	Fort Albany	Canada	false
YFB	Iqaluit	Iqaluit	Canada	false
YFC	Fredericton	Fredericton	Canada	false
YFE	Forestville	Forestville	Canada	false
YFG	Fontanges	Fontanges	Canada	false
YFH	Fort Hope	Fort Hope	Canada	false
YFI	Firebag	Fort MacKay	Canada	false
YFJ	Snare Lake	Snare Lake	Canada	false
YFL	Fort Reliance	Fort Reliance	Canada	false
YFO	Flin Flon	Flin Flon	Canada	false
YFR	Fort Resolution	Fort Resolution	Canada	false
YFS	Fort Simpson	Fort Simpson	Canada	false
YFT	Taipa Ferry Port	Taipa	Macao	false
YFX	Fox Harbour (St Lewis)	Fox Harbour (St Lewis)	Canada	false
YGB	Gillies Bay	Gillies Bay	Canada	false
YGC	Grande Cache	Grande Cache	Canada	false
YGE	Gorge Harbor	Gorge Harbor	Canada	false
YGG	Ganges Harbor	Ganges Harbor	Canada	false
YGH	Fort Good Hope	Fort Good Hope	Canada	false
YGJ	Miho	Yonago	Japan	false
YGK	Kingston	Kingston	Canada	false
YGL	La Grande	La Grande	Canada	false
YGM	Gimli	Gimli	Canada	false
YGN	Greenway Sound	Greenway Sound	Canada	false
YGO	Gods Narrows	Gods Narrows	Canada	false
YGP	Michel Pouliot	Gaspe	Canada	false
YGQ	Geraldton	Geraldton	Canada	false
YGR	Iles De La Madeleine	Iles De La Madeleine	Canada	false
YGT	Igloolik	Igloolik	Canada	false
YGV	Havre St Pierre	Havre St Pierre	Canada	false
YGW	Kuujjuarapik	Kuujjuarapik	Canada	false
YGX	Gillam	Gillam	Canada	false
YGZ	Grise Fiord	Grise Fiord	Canada	false
